Day Ahead Price,DST,Timestamp,hora,dia_semana,dia_mes,mes,ano,fim_de_semana,feriado,hora_sin,hora_cos,dia_semana_sin,dia_semana_cos,mes_sin,mes_cos,Day Ahead Price_lag_1,Day Ahead Price_lag_2,Day Ahead Price_lag_24,Day Ahead Price_lag_25,Day Ahead Price_roll_3_mean,Day Ahead Price_roll_3_std,Day Ahead Price_roll_3_min,Day Ahead Price_roll_3_max,Day Ahead Price_roll_6_mean,Day Ahead Price_roll_6_std,Day Ahead Price_roll_6_min,Day Ahead Price_roll_6_max,Day Ahead Price_roll_12_mean,Day Ahead Price_roll_12_std,Day Ahead Price_roll_12_min,Day Ahead Price_roll_12_max,Day Ahead Price_roll_24_mean,Day Ahead Price_roll_24_std,Day Ahead Price_roll_24_min,Day Ahead Price_roll_24_max,Day Ahead Price_roll_168_mean,Day Ahead Price_roll_168_std,Day Ahead Price_roll_168_min,Day Ahead Price_roll_168_max
49.90,True,2024-07-02 00:00:00,0,1,2,7,2024,0,0,0.00,1.00,0.78,0.62,0.00,-1.00,65.53,87.46,67.30,73.37,67.63,18.87,49.90,87.46,75.69,17.37,49.90,99.26,50.88,30.21,10.15,99.26,51.45,23.26,10.15,99.26,52.90,22.91,10.15,99.26
34.63,True,2024-07-02 01:00:00,1,1,2,7,2024,0,0,0.26,0.97,0.78,0.62,0.00,-1.00,49.90,65.53,52.95,67.30,50.02,15.45,34.63,65.53,69.59,24.30,34.63,99.26,52.00,29.24,10.15,99.26,50.68,23.51,10.15,99.26,52.22,22.74,10.15,99.26
37.52,True,2024-07-02 02:00:00,2,1,2,7,2024,0,0,0.50,0.87,0.78,0.62,0.00,-1.00,34.63,49.90,46.05,52.95,40.68,8.11,34.63,49.90,62.38,26.62,34.63,99.26,53.88,27.31,10.15,99.26,50.33,23.65,10.15,99.26,51.70,22.49,10.15,99.26
35.15,True,2024-07-02 03:00:00,3,1,2,7,2024,0,0,0.71,0.71,0.78,0.62,0.00,-1.00,37.52,34.63,45.83,46.05,35.77,1.54,34.63,37.52,51.70,21.16,34.63,87.46,55.96,24.48,21.17,99.26,49.88,23.84,10.15,99.26,51.13,22.30,10.15,99.26
41.07,True,2024-07-02 04:00:00,4,1,2,7,2024,0,0,0.87,0.50,0.78,0.62,0.00,-1.00,35.15,37.52,51.90,45.83,37.91,2.98,35.15,41.07,43.97,11.96,34.63,65.53,57.62,22.50,34.63,99.26,49.43,23.90,10.15,99.26,50.79,21.99,10.15,99.26
52.97,True,2024-07-02 05:00:00,5,1,2,7,2024,0,0,0.97,0.26,0.78,0.62,0.00,-1.00,41.07,35.15,59.26,51.90,43.06,9.08,35.15,52.97,41.87,7.81,34.63,52.97,58.73,21.86,34.63,99.26,49.17,23.82,10.15,99.26,50.86,21.62,10.15,99.26
81.82,True,2024-07-02 06:00:00,6,1,2,7,2024,0,0,1.00,0.00,0.78,0.62,0.00,-1.00,52.97,41.07,87.57,59.26,58.62,20.95,41.07,81.82,47.19,18.26,34.63,81.82,61.44,22.58,34.63,99.26,48.93,23.44,10.15,99.26,51.83,21.96,10.15,99.26
92.99,True,2024-07-02 07:00:00,7,1,2,7,2024,0,0,0.97,-0.26,0.78,0.62,0.00,-1.00,81.82,52.97,71.18,87.57,75.93,20.65,52.97,92.99,56.92,24.65,35.15,92.99,63.26,24.26,34.63,99.26,49.84,24.73,10.15,99.26,53.08,22.77,10.15,99.26
51.20,True,2024-07-02 08:00:00,8,1,2,7,2024,0,0,0.87,-0.50,0.78,0.62,0.00,-1.00,92.99,81.82,50.03,71.18,75.34,21.64,51.20,92.99,59.20,23.08,35.15,92.99,60.79,23.81,34.63,99.26,49.89,24.73,10.15,99.26,53.02,22.43,10.15,99.26
48.63,True,2024-07-02 09:00:00,9,1,2,7,2024,0,0,0.71,-0.71,0.78,0.62,0.00,-1.00,51.20,92.99,44.52,50.03,64.27,24.90,48.63,92.99,61.45,20.82,41.07,92.99,56.57,20.65,34.63,92.99,50.06,24.71,10.15,99.26,52.90,22.11,10.15,99.26
47.16,True,2024-07-02 10:00:00,10,1,2,7,2024,0,0,0.50,-0.87,0.78,0.62,0.00,-1.00,48.63,51.20,40.15,44.52,49.00,2.04,47.16,51.20,62.46,19.74,47.16,92.99,53.21,18.32,34.63,92.99,50.35,24.63,10.15,99.26,52.74,21.81,10.15,99.26
26.79,True,2024-07-02 11:00:00,11,1,2,7,2024,0,0,0.26,-0.97,0.78,0.62,0.00,-1.00,47.16,48.63,39.71,40.15,40.86,12.21,26.79,48.63,58.10,24.57,26.79,92.99,49.99,19.33,26.79,92.99,49.81,25.01,10.15,99.26,52.04,21.92,10.15,99.26
24.99,True,2024-07-02 12:00:00,12,1,2,7,2024,0,0,0.00,-1.00,0.78,0.62,0.00,-1.00,26.79,47.16,35.00,39.71,32.98,12.31,24.99,47.16,48.63,24.55,24.99,92.99,47.91,20.64,24.99,92.99,49.40,25.35,10.15,99.26,51.32,22.07,10.15,99.26
17.95,True,2024-07-02 13:00:00,13,1,2,7,2024,0,0,-0.26,-0.97,0.78,0.62,0.00,-1.00,24.99,26.79,21.17,35.00,23.24,4.67,17.95,26.79,36.12,14.47,17.95,51.20,46.52,22.12,17.95,92.99,49.26,25.51,10.15,99.26,50.47,22.42,10.15,99.26
4.00,True,2024-07-02 14:00:00,14,1,2,7,2024,0,0,-0.50,-0.87,0.78,0.62,0.00,-1.00,17.95,24.99,15.02,21.17,15.65,10.68,4.00,24.99,28.25,17.20,4.00,48.63,43.73,25.26,4.00,92.99,48.80,26.24,4.00,99.26,49.31,23.32,4.00,99.26
18.01,True,2024-07-02 15:00:00,15,1,2,7,2024,0,0,-0.71,-0.71,0.78,0.62,0.00,-1.00,4.00,17.95,10.15,15.02,13.32,8.07,4.00,18.01,23.15,14.24,4.00,47.16,42.30,26.25,4.00,92.99,49.13,25.79,4.00,99.26,48.54,23.54,4.00,99.26
20.32,True,2024-07-02 16:00:00,16,1,2,7,2024,0,0,-0.87,-0.50,0.78,0.62,0.00,-1.00,18.01,4.00,21.17,10.15,14.11,8.83,4.00,20.32,18.68,8.06,4.00,26.79,40.57,27.01,4.00,92.99,49.09,25.83,4.00,99.26,47.87,23.65,4.00,99.26
49.57,True,2024-07-02 17:00:00,17,1,2,7,2024,0,0,-0.97,-0.26,0.78,0.62,0.00,-1.00,20.32,18.01,39.65,21.17,29.30,17.59,18.01,49.57,22.47,15.01,4.00,49.57,40.29,26.89,4.00,92.99,49.51,25.75,4.00,99.26,47.91,23.37,4.00,99.26
67.87,True,2024-07-02 18:00:00,18,1,2,7,2024,0,0,-1.00,-0.00,0.78,0.62,0.00,-1.00,49.57,20.32,49.28,39.65,45.92,23.98,20.32,67.87,29.62,23.98,4.00,67.87,39.12,25.17,4.00,92.99,50.28,26.02,4.00,99.26,48.36,23.29,4.00,99.26
74.64,True,2024-07-02 19:00:00,19,1,2,7,2024,0,0,-0.97,0.26,0.78,0.62,0.00,-1.00,67.87,49.57,71.18,49.28,64.03,12.97,49.57,74.64,39.07,29.09,4.00,74.64,37.59,21.96,4.00,74.64,50.43,26.15,4.00,99.26,48.95,23.36,4.00,99.26
110.41,True,2024-07-02 20:00:00,20,1,2,7,2024,0,0,-0.87,0.50,0.78,0.62,0.00,-1.00,74.64,67.87,80.79,71.18,84.31,22.86,67.87,110.41,56.80,35.22,18.01,110.41,42.53,30.34,4.00,110.41,51.66,28.26,4.00,110.41,50.28,24.81,4.00,110.41
109.45,True,2024-07-02 21:00:00,21,1,2,7,2024,0,0,-0.71,0.71,0.78,0.62,0.00,-1.00,110.41,74.64,99.26,80.79,98.17,20.38,74.64,110.41,72.04,34.86,20.32,110.41,47.60,36.01,4.00,110.41,52.08,29.07,4.00,110.41,51.54,26.01,4.00,110.41
89.99,True,2024-07-02 22:00:00,22,1,2,7,2024,0,0,-0.50,0.87,0.78,0.62,0.00,-1.00,109.45,110.41,87.46,99.26,103.28,11.52,89.99,110.41,83.65,24.14,49.57,110.41,51.17,38.02,4.00,110.41,52.19,29.21,4.00,110.41,52.34,26.33,4.00,110.41
78.97,True,2024-07-02 23:00:00,23,1,2,7,2024,0,0,-0.26,0.97,0.78,0.62,0.00,-1.00,89.99,109.45,65.53,87.46,92.80,15.43,78.97,109.45,88.55,18.05,67.87,110.41,55.51,37.97,4.00,110.41,52.75,29.60,4.00,110.41,52.89,26.33,4.00,110.41
69.53,True,2024-07-03 00:00:00,0,2,3,7,2024,0,0,0.00,1.00,0.97,-0.22,0.00,-1.00,78.97,89.99,49.90,65.53,79.50,10.24,69.53,89.99,88.83,17.68,69.53,110.41,59.23,36.87,4.00,110.41,53.57,29.79,4.00,110.41,53.22,26.16,4.00,110.41
54.78,True,2024-07-03 01:00:00,1,2,3,7,2024,0,0,0.26,0.97,0.97,-0.22,0.00,-1.00,69.53,78.97,34.63,49.90,67.76,12.19,54.78,78.97,85.52,22.16,54.78,110.41,62.29,34.59,4.00,110.41,54.41,29.51,4.00,110.41,53.25,25.90,4.00,110.41
46.25,True,2024-07-03 02:00:00,2,2,3,7,2024,0,0,0.50,0.87,0.97,-0.22,0.00,-1.00,54.78,69.53,37.52,34.63,56.85,11.78,46.25,69.53,74.83,23.21,46.25,109.45,65.82,29.95,18.01,110.41,54.77,29.35,4.00,110.41,53.12,25.66,4.00,110.41
33.00,True,2024-07-03 03:00:00,3,2,3,7,2024,0,0,0.71,0.71,0.97,-0.22,0.00,-1.00,46.25,54.78,35.15,37.52,44.68,10.97,33.00,54.78,62.09,21.30,33.00,89.99,67.06,28.03,20.32,110.41,54.68,29.42,4.00,110.41,52.74,25.57,4.00,110.41
27.48,True,2024-07-03 04:00:00,4,2,3,7,2024,0,0,0.87,0.50,0.97,-0.22,0.00,-1.00,33.00,46.25,41.07,35.15,35.58,9.65,27.48,46.25,51.67,20.18,27.48,78.97,67.66,27.00,27.48,110.41,54.12,29.82,4.00,110.41,52.27,25.56,4.00,110.41
47.90,True,2024-07-03 05:00:00,5,2,3,7,2024,0,0,0.97,0.26,0.97,-0.22,0.00,-1.00,27.48,33.00,52.97,41.07,36.13,10.56,27.48,47.90,46.49,15.13,27.48,69.53,67.52,27.11,27.48,110.41,53.90,29.84,4.00,110.41,52.19,25.32,4.00,110.41
90.54,True,2024-07-03 06:00:00,6,2,3,7,2024,0,0,1.00,0.00,0.97,-0.22,0.00,-1.00,47.90,27.48,81.82,52.97,55.31,32.18,27.48,90.54,49.99,22.28,27.48,90.54,69.41,27.91,27.48,110.41,54.27,30.25,4.00,110.41,52.87,25.61,4.00,110.41
95.75,True,2024-07-03 07:00:00,7,2,3,7,2024,0,0,0.97,-0.26,0.97,-0.22,0.00,-1.00,90.54,47.90,92.99,81.82,78.06,26.25,47.90,95.75,56.82,29.23,27.48,95.75,71.17,28.92,27.48,110.41,54.38,30.41,4.00,110.41,53.63,26.01,4.00,110.41
76.00,True,2024-07-03 08:00:00,8,2,3,7,2024,0,0,0.87,-0.50,0.97,-0.22,0.00,-1.00,95.75,90.54,51.20,92.99,87.43,10.24,76.00,95.75,61.78,29.60,27.48,95.75,68.30,26.26,27.48,109.45,55.42,30.71,4.00,110.41,54.01,25.95,4.00,110.41
54.08,True,2024-07-03 09:00:00,9,2,3,7,2024,0,0,0.71,-0.71,0.97,-0.22,0.00,-1.00,76.00,95.75,48.63,51.20,75.28,20.84,54.08,95.75,65.29,26.60,27.48,95.75,63.69,23.04,27.48,95.75,55.64,30.68,4.00,110.41,54.01,25.72,4.00,110.41
40.25,True,2024-07-03 10:00:00,10,2,3,7,2024,0,0,0.50,-0.87,0.97,-0.22,0.00,-1.00,54.08,76.00,47.16,48.63,56.78,18.03,40.25,76.00,67.42,23.27,40.25,95.75,59.54,22.34,27.48,95.75,55.35,30.80,4.00,110.41,53.78,25.57,4.00,110.41
35.00,True,2024-07-03 11:00:00,11,2,3,7,2024,0,0,0.26,-0.97,0.97,-0.22,0.00,-1.00,40.25,54.08,26.79,47.16,43.11,9.86,35.00,54.08,65.27,25.89,35.00,95.75,55.88,22.47,27.48,95.75,55.70,30.51,4.00,110.41,53.48,25.47,4.00,110.41
21.34,True,2024-07-03 12:00:00,12,2,3,7,2024,0,0,0.00,-1.00,0.97,-0.22,0.00,-1.00,35.00,40.25,24.99,26.79,32.20,9.76,21.34,40.25,53.74,27.73,21.34,95.75,51.86,24.06,21.34,95.75,55.55,30.68,4.00,110.41,52.96,25.58,4.00,110.41
14.00,True,2024-07-03 13:00:00,13,2,3,7,2024,0,0,-0.26,-0.97,0.97,-0.22,0.00,-1.00,21.34,35.00,17.95,24.99,23.45,10.66,14.00,35.00,40.11,22.55,14.00,76.00,48.47,26.38,14.00,95.75,55.38,30.90,4.00,110.41,52.34,25.85,4.00,110.41
8.68,True,2024-07-03 14:00:00,14,2,3,7,2024,0,0,-0.50,-0.87,0.97,-0.22,0.00,-1.00,14.00,21.34,4.00,17.95,14.67,6.36,8.68,21.34,28.89,17.25,8.68,54.08,45.34,28.78,8.68,95.75,55.58,30.57,8.68,110.41,51.66,26.21,4.00,110.41
3.60,True,2024-07-03 15:00:00,15,2,3,7,2024,0,0,-0.71,-0.71,0.97,-0.22,0.00,-1.00,8.68,14.00,18.01,4.00,8.76,5.20,3.60,14.00,20.48,14.62,3.60,40.25,42.88,31.09,3.60,95.75,54.98,31.47,3.60,110.41,50.92,26.68,3.60,110.41
12.17,True,2024-07-03 16:00:00,16,2,3,7,2024,0,0,-0.87,-0.50,0.97,-0.22,0.00,-1.00,3.60,8.68,20.32,18.01,8.15,4.31,3.60,12.17,15.80,11.09,3.60,35.00,41.61,32.08,3.60,95.75,54.64,31.90,3.60,110.41,50.33,26.90,3.60,110.41
34.27,True,2024-07-03 17:00:00,17,2,3,7,2024,0,0,-0.97,-0.26,0.97,-0.22,0.00,-1.00,12.17,3.60,49.57,20.32,16.68,15.82,3.60,34.27,15.68,10.84,3.60,34.27,40.47,32.07,3.60,95.75,54.00,32.16,3.60,110.41,50.09,26.77,3.60,110.41
27.83,True,2024-07-03 18:00:00,18,2,3,7,2024,0,0,-1.00,-0.00,0.97,-0.22,0.00,-1.00,34.27,12.17,67.87,49.57,24.76,11.37,12.17,34.27,16.76,11.80,3.60,34.27,35.25,28.03,3.60,95.75,52.33,32.45,3.60,110.41,49.76,26.71,3.60,110.41
14.77,True,2024-07-03 19:00:00,19,2,3,7,2024,0,0,-0.97,0.26,0.97,-0.22,0.00,-1.00,27.83,34.27,74.64,67.87,25.62,9.94,14.77,34.27,16.89,11.77,3.60,34.27,28.50,21.01,3.60,76.00,49.84,32.95,3.60,110.41,49.26,26.84,3.60,110.41
4.60,True,2024-07-03 20:00:00,20,2,3,7,2024,0,0,-0.87,0.50,0.97,-0.22,0.00,-1.00,14.77,27.83,110.41,74.64,15.73,11.64,4.60,27.83,16.21,12.44,3.60,34.27,22.55,15.79,3.60,54.08,45.43,31.55,3.60,109.45,48.62,27.18,3.60,110.41
18.85,True,2024-07-03 21:00:00,21,2,3,7,2024,0,0,-0.71,0.71,0.97,-0.22,0.00,-1.00,4.60,14.77,109.45,110.41,12.74,7.34,4.60,18.85,18.75,10.80,4.60,34.27,19.61,12.29,3.60,40.25,41.65,28.86,3.60,95.75,48.20,27.21,3.60,110.41
4.88,True,2024-07-03 22:00:00,22,2,3,7,2024,0,0,-0.50,0.87,0.97,-0.22,0.00,-1.00,18.85,4.60,89.99,109.45,9.44,8.15,4.60,18.85,17.53,12.02,4.60,34.27,16.67,11.07,3.60,35.00,38.10,27.87,3.60,95.75,47.60,27.50,3.60,110.41
5.24,True,2024-07-03 23:00:00,23,2,3,7,2024,0,0,-0.26,0.97,0.97,-0.22,0.00,-1.00,4.88,18.85,78.97,89.99,9.66,7.96,4.88,18.85,12.70,9.52,4.60,27.83,14.19,9.85,3.60,34.27,35.03,27.23,3.60,95.75,47.02,27.75,3.60,110.41
0.00,True,2024-07-04 00:00:00,0,3,4,7,2024,0,0,0.00,1.00,0.43,-0.90,0.00,-1.00,5.24,4.88,69.53,78.97,3.37,2.93,0.00,5.24,8.06,7.16,0.00,18.85,12.41,10.36,0.00,34.27,32.14,27.10,0.00,95.75,46.38,28.10,0.00,110.41
-0.01,True,2024-07-04 01:00:00,1,3,4,7,2024,0,0,0.26,0.97,0.43,-0.90,0.00,-1.00,0.00,5.24,54.78,69.53,1.74,3.03,-0.01,5.24,5.59,6.93,-0.01,18.85,11.24,10.93,-0.01,34.27,29.85,27.41,-0.01,95.75,45.76,28.42,-0.01,110.41
-0.53,True,2024-07-04 02:00:00,2,3,4,7,2024,0,0,0.50,0.87,0.43,-0.90,0.00,-1.00,-0.01,0.00,46.25,54.78,-0.18,0.30,-0.53,0.00,4.74,7.38,-0.53,18.85,10.47,11.44,-0.53,34.27,27.90,27.86,-0.53,95.75,45.15,28.72,-0.53,110.41
-0.84,True,2024-07-04 03:00:00,3,3,4,7,2024,0,0,0.71,0.71,0.43,-0.90,0.00,-1.00,-0.53,-0.01,33.00,46.25,-0.46,0.42,-0.84,-0.01,1.46,2.81,-0.84,5.24,10.10,11.75,-0.84,34.27,26.49,28.44,-0.84,95.75,44.56,29.01,-0.84,110.41
-0.01,True,2024-07-04 04:00:00,4,3,4,7,2024,0,0,0.87,0.50,0.43,-0.90,0.00,-1.00,-0.84,-0.53,27.48,33.00,-0.46,0.42,-0.84,-0.01,0.64,2.28,-0.84,5.24,9.09,12.08,-0.84,34.27,25.35,28.94,-0.84,95.75,43.99,29.26,-0.84,110.41
0.00,True,2024-07-04 05:00:00,5,3,4,7,2024,0,0,0.97,0.26,0.43,-0.90,0.00,-1.00,-0.01,-0.84,47.90,27.48,-0.28,0.48,-0.84,0.00,-0.23,0.36,-0.84,0.00,6.23,9.32,-0.84,27.83,23.35,28.97,-0.84,95.75,43.43,29.49,-0.84,110.41
10.63,True,2024-07-04 06:00:00,6,3,4,7,2024,0,0,1.00,0.00,0.43,-0.90,0.00,-1.00,0.00,-0.01,90.54,47.90,3.54,6.14,-0.01,10.63,1.54,4.47,-0.84,10.63,4.80,6.63,-0.84,18.85,20.02,25.27,-0.84,95.75,43.02,29.53,-0.84,110.41
31.04,True,2024-07-04 07:00:00,7,3,4,7,2024,0,0,0.97,-0.26,0.43,-0.90,0.00,-1.00,10.63,0.00,95.75,90.54,13.89,15.77,0.00,31.04,6.71,12.70,-0.84,31.04,6.15,9.77,-0.84,31.04,17.33,19.67,-0.84,76.00,42.87,29.38,-0.84,110.41
24.40,True,2024-07-04 08:00:00,8,3,4,7,2024,0,0,0.87,-0.50,0.43,-0.90,0.00,-1.00,31.04,10.63,76.00,95.75,22.02,10.41,10.63,31.04,10.87,13.88,-0.84,31.04,7.80,11.07,-0.84,31.04,15.18,15.32,-0.84,54.08,42.65,29.27,-0.84,110.41
4.83,True,2024-07-04 09:00:00,9,3,4,7,2024,0,0,0.71,-0.71,0.43,-0.90,0.00,-1.00,24.40,31.04,54.08,76.00,20.09,13.63,4.83,31.04,11.81,13.10,-0.01,31.04,6.64,10.53,-0.84,31.04,13.12,13.00,-0.84,40.25,42.19,29.38,-0.84,110.41
0.00,True,2024-07-04 10:00:00,10,3,4,7,2024,0,0,0.50,-0.87,0.43,-0.90,0.00,-1.00,4.83,24.40,40.25,54.08,9.74,12.92,0.00,24.40,11.82,13.09,0.00,31.04,6.23,10.69,-0.84,31.04,11.45,11.90,-0.84,35.00,41.69,29.56,-0.84,110.41
-0.01,True,2024-07-04 11:00:00,11,3,4,7,2024,0,0,0.26,-0.97,0.43,-0.90,0.00,-1.00,0.00,4.83,35.00,40.25,1.61,2.79,-0.01,4.83,11.81,13.10,-0.01,31.04,5.79,10.84,-0.84,31.04,9.99,11.00,-0.84,34.27,41.20,29.73,-0.84,110.41
-9.80,True,2024-07-04 12:00:00,12,3,4,7,2024,0,0,0.00,-1.00,0.43,-0.90,0.00,-1.00,-0.01,0.00,21.34,35.00,-3.27,5.66,-9.80,0.00,8.41,15.84,-9.80,31.04,4.97,11.66,-9.80,31.04,8.69,11.43,-9.80,34.27,40.60,30.07,-9.80,110.41
-20.93,True,2024-07-04 13:00:00,13,3,4,7,2024,0,0,-0.26,-0.97,0.43,-0.90,0.00,-1.00,-9.80,-0.01,14.00,21.34,-10.25,10.47,-20.93,-0.01,-0.25,15.18,-20.93,24.40,3.23,13.83,-20.93,31.04,7.24,12.86,-20.93,34.27,39.90,30.61,-20.93,110.41
-18.03,True,2024-07-04 14:00:00,14,3,4,7,2024,0,0,-0.50,-0.87,0.43,-0.90,0.00,-1.00,-20.93,-9.80,8.68,14.00,-16.25,5.77,-20.93,-9.80,-7.32,10.59,-20.93,4.83,1.77,15.13,-20.93,31.04,6.12,13.85,-20.93,34.27,39.24,31.05,-20.93,110.41
-12.21,True,2024-07-04 15:00:00,15,3,4,7,2024,0,0,-0.71,-0.71,0.43,-0.90,0.00,-1.00,-18.03,-20.93,3.60,8.68,-17.06,4.44,-20.93,-12.21,-10.16,8.81,-20.93,0.00,0.83,15.65,-20.93,31.04,5.46,14.34,-20.93,34.27,38.66,31.35,-20.93,110.41
0.00,True,2024-07-04 16:00:00,16,3,4,7,2024,0,0,-0.87,-0.50,0.43,-0.90,0.00,-1.00,-12.21,-18.03,12.17,3.60,-10.08,9.20,-18.03,0.00,-10.16,8.81,-20.93,0.00,0.83,15.65,-20.93,31.04,4.96,14.31,-20.93,34.27,38.23,31.44,-20.93,110.41
6.77,True,2024-07-04 17:00:00,17,3,4,7,2024,0,0,-0.97,-0.26,0.43,-0.90,0.00,-1.00,0.00,-12.21,34.27,12.17,-1.81,9.62,-12.21,6.77,-9.03,10.63,-20.93,6.77,1.39,15.74,-20.93,31.04,3.81,12.89,-20.93,31.04,37.89,31.44,-20.93,110.41
42.38,True,2024-07-04 18:00:00,18,3,4,7,2024,0,0,-1.00,-0.00,0.43,-0.90,0.00,-1.00,6.77,0.00,27.83,34.27,16.38,22.77,0.00,42.38,-0.34,23.47,-20.93,42.38,4.04,19.63,-20.93,42.38,4.42,14.33,-20.93,42.38,37.93,31.27,-20.93,110.41
47.46,True,2024-07-04 19:00:00,19,3,4,7,2024,0,0,-0.97,0.26,0.43,-0.90,0.00,-1.00,42.38,6.77,14.77,27.83,32.20,22.17,6.77,47.46,11.06,27.69,-18.03,47.46,5.41,22.10,-20.93,47.46,5.78,16.71,-20.93,47.46,38.04,31.12,-20.93,110.41
47.94,True,2024-07-04 20:00:00,20,3,4,7,2024,0,0,-0.87,0.50,0.43,-0.90,0.00,-1.00,47.46,42.38,4.60,14.77,45.93,3.08,42.38,47.94,22.06,26.92,-12.21,47.94,7.37,24.81,-20.93,47.94,7.59,18.79,-20.93,47.94,38.14,30.97,-20.93,110.41
52.71,True,2024-07-04 21:00:00,21,3,4,7,2024,0,0,-0.71,0.71,0.43,-0.90,0.00,-1.00,47.94,47.46,18.85,4.60,49.37,2.90,47.46,52.71,32.88,23.18,0.00,52.71,11.36,28.01,-20.93,52.71,9.00,20.84,-20.93,52.71,38.30,30.84,-20.93,110.41
41.74,True,2024-07-04 22:00:00,22,3,4,7,2024,0,0,-0.50,0.87,0.43,-0.90,0.00,-1.00,52.71,47.94,4.88,18.85,47.46,5.50,41.74,52.71,39.83,16.69,6.77,52.71,14.84,29.05,-20.93,52.71,10.53,21.85,-20.93,52.71,38.33,30.68,-20.93,110.41
5.86,True,2024-07-04 23:00:00,23,3,4,7,2024,0,0,-0.26,0.97,0.43,-0.90,0.00,-1.00,41.74,52.71,5.24,4.88,33.44,24.50,5.86,52.71,39.68,17.05,5.86,52.71,15.32,28.82,-20.93,52.71,10.56,21.85,-20.93,52.71,38.00,30.69,-20.93,110.41
5.76,True,2024-07-05 00:00:00,0,4,5,7,2024,0,0,0.00,1.00,-0.43,-0.90,0.00,-1.00,5.86,41.74,0.00,5.24,17.79,20.74,5.76,41.74,33.58,21.79,5.76,52.71,16.62,27.93,-20.93,52.71,10.80,21.76,-20.93,52.71,37.67,30.71,-20.93,110.41
10.44,True,2024-07-05 01:00:00,1,4,5,7,2024,0,0,0.26,0.97,-0.43,-0.90,0.00,-1.00,5.76,5.86,-0.01,0.00,7.35,2.67,5.76,10.44,27.41,22.31,5.76,52.71,19.24,25.45,-18.03,52.71,11.23,21.63,-20.93,52.71,37.39,30.67,-20.93,110.41
12.58,True,2024-07-05 02:00:00,2,4,5,7,2024,0,0,0.50,0.87,-0.43,-0.90,0.00,-1.00,10.44,5.76,-0.53,-0.01,9.59,3.49,5.76,12.58,21.52,20.39,5.76,52.71,21.79,22.77,-12.21,52.71,11.78,21.49,-20.93,52.71,37.14,30.62,-20.93,110.41
9.08,True,2024-07-05 03:00:00,3,4,5,7,2024,0,0,0.71,0.71,-0.43,-0.90,0.00,-1.00,12.58,10.44,-0.84,-0.53,10.70,1.76,9.08,12.58,14.24,13.73,5.76,41.74,23.56,20.60,0.00,52.71,12.19,21.33,-20.93,52.71,36.87,30.59,-20.93,110.41
6.78,True,2024-07-05 04:00:00,4,4,5,7,2024,0,0,0.87,0.50,-0.43,-0.90,0.00,-1.00,9.08,12.58,-0.01,-0.84,9.48,2.92,6.78,12.58,8.42,2.76,5.76,12.58,24.12,19.98,5.76,52.71,12.48,21.21,-20.93,52.71,36.57,30.59,-20.93,110.41
12.00,True,2024-07-05 05:00:00,5,4,5,7,2024,0,0,0.97,0.26,-0.43,-0.90,0.00,-1.00,6.78,9.08,0.00,-0.01,9.29,2.62,6.78,12.00,9.44,2.76,5.76,12.58,24.56,19.62,5.76,52.71,12.98,21.04,-20.93,52.71,36.33,30.53,-20.93,110.41
40.90,True,2024-07-05 06:00:00,6,4,5,7,2024,0,0,1.00,0.00,-0.43,-0.90,0.00,-1.00,12.00,6.78,10.63,0.00,19.89,18.38,6.78,40.90,15.30,12.72,6.78,40.90,24.44,19.51,5.76,52.71,14.24,21.79,-20.93,52.71,36.38,30.39,-20.93,110.41
40.64,True,2024-07-05 07:00:00,7,4,5,7,2024,0,0,0.97,-0.26,-0.43,-0.90,0.00,-1.00,40.90,12.00,31.04,10.63,31.18,16.61,12.00,40.90,20.33,15.97,6.78,40.90,23.87,18.86,5.76,52.71,14.64,22.19,-20.93,52.71,36.42,30.24,-20.93,110.41
18.57,True,2024-07-05 08:00:00,8,4,5,7,2024,0,0,0.87,-0.50,-0.43,-0.90,0.00,-1.00,40.64,40.90,24.40,31.04,33.37,12.82,18.57,40.90,21.33,15.57,6.78,40.90,21.42,17.30,5.76,52.71,14.39,22.11,-20.93,52.71,36.25,30.15,-20.93,110.41
3.04,True,2024-07-05 09:00:00,9,4,5,7,2024,0,0,0.71,-0.71,-0.43,-0.90,0.00,-1.00,18.57,40.64,4.83,24.40,20.75,18.89,3.04,40.64,20.32,16.68,3.04,40.90,17.28,14.90,3.04,41.74,14.32,22.15,-20.93,52.71,35.94,30.18,-20.93,110.41
0.63,True,2024-07-05 10:00:00,10,4,5,7,2024,0,0,0.50,-0.87,-0.43,-0.90,0.00,-1.00,3.04,18.57,0.00,4.83,7.41,9.74,0.63,18.57,19.30,17.83,0.63,40.90,13.86,13.42,0.63,40.90,14.35,22.13,-20.93,52.71,35.61,30.23,-20.93,110.41
0.92,True,2024-07-05 11:00:00,11,4,5,7,2024,0,0,0.26,-0.97,-0.43,-0.90,0.00,-1.00,0.63,3.04,-0.01,0.00,1.53,1.32,0.63,3.04,17.45,19.25,0.63,40.90,13.45,13.76,0.63,40.90,14.38,22.11,-20.93,52.71,35.29,30.27,-20.93,110.41
0.21,True,2024-07-05 12:00:00,12,4,5,7,2024,0,0,0.00,-1.00,-0.43,-0.90,0.00,-1.00,0.92,0.63,-9.80,-0.01,0.59,0.36,0.21,0.92,10.67,16.27,0.21,40.64,12.98,14.13,0.21,40.90,14.80,21.72,-20.93,52.71,34.97,30.32,-20.93,110.41
