SUDESTE,DST,Timestamp,hora,dia_semana,dia_mes,mes,ano,fim_de_semana,feriado,hora_sin,hora_cos,dia_semana_sin,dia_semana_cos,mes_sin,mes_cos,SUDESTE_lag_1,SUDESTE_lag_2,SUDESTE_lag_24,SUDESTE_lag_25,SUDESTE_roll_3_mean,SUDESTE_roll_3_std,SUDESTE_roll_3_min,SUDESTE_roll_3_max,SUDESTE_roll_6_mean,SUDESTE_roll_6_std,SUDESTE_roll_6_min,SUDESTE_roll_6_max,SUDESTE_roll_12_mean,SUDESTE_roll_12_std,SUDESTE_roll_12_min,SUDESTE_roll_12_max,SUDESTE_roll_24_mean,SUDESTE_roll_24_std,SUDESTE_roll_24_min,SUDESTE_roll_24_max,SUDESTE_roll_168_mean,SUDESTE_roll_168_std,SUDESTE_roll_168_min,SUDESTE_roll_168_max
34149.12,False,2024-07-02 01:00:00,1,1,2,7,2024,0,0,0.26,0.97,0.78,0.62,0.00,-1.00,35937.81,38710.08,32216.37,33544.41,36265.67,2298.09,34149.12,38710.08,40329.03,4857.61,34149.12,46185.03,42940.26,4432.66,34149.12,47878.69,40818.66,5408.14,31002.03,47878.69,40208.02,5621.12,31002.03,47878.69
33089.52,False,2024-07-02 02:00:00,2,1,2,7,2024,0,0,0.50,0.87,0.78,0.62,0.00,-1.00,34149.12,35937.81,31305.75,32216.37,34392.15,1439.61,33089.52,35937.81,38146.45,4637.19,33089.52,44825.35,42052.26,5248.89,33089.52,47878.69,40892.98,5282.52,31002.03,47878.69,39944.38,5679.65,31002.03,47878.69
32784.88,False,2024-07-02 03:00:00,3,1,2,7,2024,0,0,0.71,0.71,0.78,0.62,0.00,-1.00,33089.52,34149.12,31002.03,31305.75,33341.17,716.09,32784.88,34149.12,36139.70,3674.08,32784.88,42166.80,41112.27,5833.22,32784.88,47878.69,40967.27,5148.21,31435.87,47878.69,39688.68,5735.36,31002.03,47878.69
33158.50,False,2024-07-02 04:00:00,4,1,2,7,2024,0,0,0.87,0.50,0.78,0.62,0.00,-1.00,32784.88,33089.52,31435.87,31002.03,33010.96,198.81,32784.88,33158.50,34638.32,2303.53,32784.88,38710.08,40154.83,6135.24,32784.88,47878.69,41039.05,5019.96,32784.88,47878.69,39463.50,5761.08,31002.03,47878.69
34978.36,False,2024-07-02 05:00:00,5,1,2,7,2024,0,0,0.97,0.26,0.78,0.62,0.00,-1.00,33158.50,32784.88,33325.04,31435.87,33640.58,1173.51,32784.88,34978.36,34016.36,1244.71,32784.88,35937.81,39295.80,6072.72,32784.88,47878.69,41107.93,4919.84,32784.88,47878.69,39314.00,5719.80,31002.03,47878.69
37995.42,False,2024-07-02 06:00:00,6,1,2,7,2024,0,0,1.00,0.00,0.78,0.62,0.00,-1.00,34978.36,33158.50,36581.22,33325.04,35377.42,2443.03,33158.50,37995.42,34359.30,1958.67,32784.88,37995.42,38472.20,5440.11,32784.88,47685.51,41166.86,4871.50,32784.88,47878.69,39271.46,5628.64,31002.03,47878.69
40355.07,False,2024-07-02 07:00:00,7,1,2,7,2024,0,0,0.97,-0.26,0.78,0.62,0.00,-1.00,37995.42,34978.36,39257.94,36581.22,37776.28,2695.05,34978.36,40355.07,35393.62,3119.87,32784.88,40355.07,37861.33,4668.32,32784.88,46185.03,41212.57,4857.94,32784.88,47878.69,39305.32,5540.43,31002.03,47878.69
41855.23,False,2024-07-02 08:00:00,8,1,2,7,2024,0,0,0.87,-0.50,0.78,0.62,0.00,-1.00,40355.07,37995.42,41756.12,39257.94,40068.57,1945.79,37995.42,41855.23,36854.57,3802.77,32784.88,41855.23,37500.51,4099.11,32784.88,44825.35,41216.70,4858.46,32784.88,47878.69,39382.59,5471.21,31002.03,47878.69
42976.53,False,2024-07-02 09:00:00,9,1,2,7,2024,0,0,0.71,-0.71,0.78,0.62,0.00,-1.00,41855.23,40355.07,43139.35,41756.12,41728.94,1315.29,40355.07,42976.53,38553.18,3896.39,33158.50,42976.53,37346.44,3824.31,32784.88,42976.53,41209.92,4855.77,32784.88,47878.69,39488.30,5422.81,31002.03,47878.69
43880.23,False,2024-07-02 10:00:00,10,1,2,7,2024,0,0,0.50,-0.87,0.78,0.62,0.00,-1.00,42976.53,41855.23,44365.69,43139.35,42904.00,1014.45,41855.23,43880.23,40340.14,3347.39,34978.36,43880.23,37489.23,4046.19,32784.88,43880.23,41189.69,4843.05,32784.88,47878.69,39613.78,5393.80,31002.03,47878.69
44122.04,False,2024-07-02 11:00:00,11,1,2,7,2024,0,0,0.26,-0.97,0.78,0.62,0.00,-1.00,43880.23,42976.53,44721.05,44365.69,43659.60,603.78,42976.53,44122.04,41864.09,2351.36,37995.42,44122.04,37940.22,4473.67,32784.88,44122.04,41164.73,4825.57,32784.88,47878.69,39739.01,5369.03,31002.03,47878.69
43463.57,False,2024-07-02 12:00:00,12,1,2,7,2024,0,0,0.00,-1.00,0.78,0.62,0.00,-1.00,44122.04,43880.23,43757.68,44721.05,43821.95,333.08,43463.57,44122.04,42775.45,1431.98,40355.07,44122.04,38567.37,4689.73,32784.88,44122.04,41152.48,4819.07,32784.88,47878.69,39839.67,5329.23,31002.03,47878.69
44069.06,False,2024-07-02 13:00:00,13,1,2,7,2024,0,0,-0.26,-0.97,0.78,0.62,0.00,-1.00,43463.57,44122.04,43716.96,43757.68,43884.89,365.83,43463.57,44122.04,43394.44,868.23,41855.23,44122.04,39394.03,4714.35,32784.88,44122.04,41167.15,4827.75,32784.88,47878.69,39950.97,5301.30,31002.03,47878.69
44500.62,False,2024-07-02 14:00:00,14,1,2,7,2024,0,0,-0.50,-0.87,0.78,0.62,0.00,-1.00,44069.06,43463.57,43745.55,43716.96,44011.09,520.95,43463.57,44500.62,43835.34,539.85,42976.53,44500.62,40344.96,4471.69,32784.88,44500.62,41198.61,4847.70,32784.88,47878.69,40067.63,5281.57,31002.03,47878.69
45256.45,False,2024-07-02 15:00:00,15,1,2,7,2024,0,0,-0.71,-0.71,0.78,0.62,0.00,-1.00,44500.62,44069.06,44064.74,43745.55,44608.71,601.03,44069.06,45256.45,44215.33,612.02,43463.57,45256.45,41384.26,3976.77,33158.50,45256.45,41248.26,4884.30,32784.88,47878.69,40197.35,5277.58,31002.03,47878.69
45972.25,False,2024-07-02 16:00:00,16,1,2,7,2024,0,0,-0.87,-0.50,0.78,0.62,0.00,-1.00,45256.45,44500.62,44647.76,44064.74,45243.11,735.90,44500.62,45972.25,44564.00,907.51,43463.57,45972.25,42452.07,3214.54,34978.36,45972.25,41303.45,4931.63,32784.88,47878.69,40338.20,5288.66,31002.03,47878.69
46374.12,False,2024-07-02 17:00:00,17,1,2,7,2024,0,0,-0.97,-0.26,0.78,0.62,0.00,-1.00,45972.25,45256.45,45286.71,44647.76,45867.61,566.14,45256.45,46374.12,44939.35,1127.28,43463.57,46374.12,43401.72,2381.18,37995.42,46374.12,41348.76,4974.63,32784.88,47878.69,40481.92,5306.14,31002.03,47878.69
49430.36,False,2024-07-02 18:00:00,18,1,2,7,2024,0,0,-1.00,-0.00,0.78,0.62,0.00,-1.00,46374.12,45972.25,47878.69,45286.71,47258.91,1891.23,45972.25,49430.36,45933.81,1918.92,44069.06,49430.36,44354.63,2307.89,40355.07,49430.36,41413.41,5072.31,32784.88,49430.36,40690.02,5417.28,31002.03,49430.36
48486.06,False,2024-07-02 19:00:00,19,1,2,7,2024,0,0,-0.97,0.26,0.78,0.62,0.00,-1.00,49430.36,46374.12,47685.51,47878.69,48096.85,1564.85,46374.12,49430.36,46669.98,1907.69,44500.62,49430.36,45032.21,2218.78,41855.23,49430.36,41446.77,5117.77,32784.88,49430.36,40867.20,5481.41,31002.03,49430.36
47500.06,False,2024-07-02 20:00:00,20,1,2,7,2024,0,0,-0.87,0.50,0.78,0.62,0.00,-1.00,48486.06,49430.36,46185.03,47685.51,48472.16,965.22,47500.06,49430.36,47169.88,1592.48,45256.45,49430.36,45502.61,2077.90,42976.53,49430.36,41501.56,5177.40,32784.88,49430.36,41014.60,5508.23,31002.03,49430.36
46413.72,False,2024-07-02 21:00:00,21,1,2,7,2024,0,0,-0.71,0.71,0.78,0.62,0.00,-1.00,47500.06,48486.06,44825.35,46185.03,47466.62,1036.58,46413.72,48486.06,47362.76,1368.74,45972.25,49430.36,45789.05,1929.65,43463.57,49430.36,41567.74,5231.61,32784.88,49430.36,41131.97,5504.55,31002.03,49430.36
43414.00,False,2024-07-02 22:00:00,22,1,2,7,2024,0,0,-0.50,0.87,0.78,0.62,0.00,-1.00,46413.72,47500.06,42166.80,44825.35,45775.93,2116.38,43414.00,47500.06,46936.39,2094.55,43414.00,49430.36,45750.19,1975.72,43414.00,49430.36,41619.71,5243.99,32784.88,49430.36,41180.53,5454.56,31002.03,49430.36
40280.46,False,2024-07-02 23:00:00,23,1,2,7,2024,0,0,-0.26,0.97,0.78,0.62,0.00,-1.00,43414.00,46413.72,38710.08,42166.80,43369.40,3066.87,40280.46,46413.72,45920.78,3456.36,40280.46,49430.36,45430.06,2504.10,40280.46,49430.36,41685.14,5215.83,32784.88,49430.36,41161.77,5397.78,31002.03,49430.36
37376.70,False,2024-07-03 00:00:00,0,2,3,7,2024,0,0,0.00,1.00,0.97,-0.22,0.00,-1.00,40280.46,43414.00,35937.81,38710.08,40357.05,3019.38,37376.70,43414.00,43911.84,4386.37,37376.70,48486.06,44922.82,3396.22,37376.70,49430.36,41745.10,5154.81,32784.88,49430.36,41084.53,5368.56,31002.03,49430.36
35168.08,False,2024-07-03 01:00:00,1,2,3,7,2024,0,0,0.26,0.97,0.97,-0.22,0.00,-1.00,37376.70,40280.46,34149.12,35937.81,37608.41,2564.05,35168.08,40280.46,41692.17,4943.06,35168.08,47500.06,44181.07,4417.95,35168.08,49430.36,41787.55,5093.36,32784.88,49430.36,40966.20,5378.97,31002.03,49430.36
34059.86,False,2024-07-03 02:00:00,2,2,3,7,2024,0,0,0.50,0.87,0.97,-0.22,0.00,-1.00,35168.08,37376.70,33089.52,34149.12,35534.88,1688.57,34059.86,37376.70,39452.14,4828.73,34059.86,46413.72,43311.01,5291.11,34059.86,49430.36,41827.99,5024.70,32784.88,49430.36,40830.78,5412.01,31002.03,49430.36
33635.36,False,2024-07-03 03:00:00,3,2,3,7,2024,0,0,0.71,0.71,0.97,-0.22,0.00,-1.00,34059.86,35168.08,32784.88,33089.52,34287.77,791.37,33635.36,35168.08,37322.41,3866.27,33635.36,43414.00,42342.59,5927.85,33635.36,49430.36,41863.42,4960.74,33158.50,49430.36,40692.41,5450.80,31002.03,49430.36
34045.41,False,2024-07-03 04:00:00,4,2,3,7,2024,0,0,0.87,0.50,0.97,-0.22,0.00,-1.00,33635.36,34059.86,33158.50,32784.88,33913.54,241.02,33635.36,34059.86,35760.98,2597.81,33635.36,40280.46,41348.68,6254.80,33635.36,49430.36,41900.38,4895.96,33635.36,49430.36,40566.99,5474.81,31002.03,49430.36
35741.35,False,2024-07-03 05:00:00,5,2,3,7,2024,0,0,0.97,0.26,0.97,-0.22,0.00,-1.00,34045.41,33635.36,34978.36,33158.50,34474.04,1116.51,33635.36,35741.35,35004.46,1405.97,33635.36,37376.70,40462.62,6231.26,33635.36,49430.36,41932.17,4851.33,33635.36,49430.36,40477.63,5462.53,31002.03,49430.36
38431.88,False,2024-07-03 06:00:00,6,2,3,7,2024,0,0,1.00,0.00,0.97,-0.22,0.00,-1.00,35741.35,34045.41,37995.42,34978.36,36072.88,2211.95,34045.41,38431.88,35180.32,1778.65,33635.36,38431.88,39546.08,5565.62,33635.36,48486.06,41950.35,4836.72,33635.36,49430.36,40440.43,5418.74,31002.03,49430.36
41072.25,False,2024-07-03 07:00:00,7,2,3,7,2024,0,0,0.97,-0.26,0.97,-0.22,0.00,-1.00,38431.88,35741.35,40355.07,37995.42,38415.16,2665.49,35741.35,41072.25,36164.35,2990.74,33635.36,41072.25,38928.26,4848.27,33635.36,47500.06,41980.24,4828.65,33635.36,49430.36,40451.71,5369.91,31002.03,49430.36
43073.34,False,2024-07-03 08:00:00,8,2,3,7,2024,0,0,0.87,-0.50,0.97,-0.22,0.00,-1.00,41072.25,38431.88,41855.23,40355.07,40859.16,2328.06,38431.88,43073.34,37666.60,3859.73,33635.36,43073.34,38559.37,4270.78,33635.36,46413.72,42030.99,4833.68,33635.36,49430.36,40497.71,5333.07,31002.03,49430.36
44137.51,False,2024-07-03 09:00:00,9,2,3,7,2024,0,0,0.71,-0.71,0.97,-0.22,0.00,-1.00,43073.34,41072.25,42976.53,41855.23,42761.04,1556.31,41072.25,44137.51,39416.96,4042.94,34045.41,44137.51,38369.68,3926.93,33635.36,44137.51,42079.36,4849.33,33635.36,49430.36,40560.46,5307.64,31002.03,49430.36
45001.45,False,2024-07-03 10:00:00,10,2,3,7,2024,0,0,0.50,-0.87,0.97,-0.22,0.00,-1.00,44137.51,43073.34,43880.23,42976.53,44070.77,965.79,43073.34,45001.45,41242.96,3579.22,35741.35,45001.45,38501.97,4133.61,33635.36,45001.45,42126.08,4872.78,33635.36,49430.36,40635.73,5293.36,31002.03,49430.36
45316.32,False,2024-07-03 11:00:00,11,2,3,7,2024,0,0,0.26,-0.97,0.97,-0.22,0.00,-1.00,45001.45,44137.51,44122.04,43880.23,44818.43,610.34,44137.51,45316.32,42838.79,2649.47,38431.88,45316.32,38921.63,4563.82,33635.36,45316.32,42175.84,4900.07,33635.36,49430.36,40713.74,5282.98,31002.03,49430.36
44736.09,False,2024-07-03 12:00:00,12,2,3,7,2024,0,0,0.00,-1.00,0.97,-0.22,0.00,-1.00,45316.32,45001.45,43463.57,44122.04,45017.95,290.47,44736.09,45316.32,43889.50,1590.82,41072.25,45316.32,39534.91,4824.37,33635.36,45316.32,42228.87,4921.45,33635.36,49430.36,40779.68,5264.02,31002.03,49430.36
45411.36,False,2024-07-03 13:00:00,13,2,3,7,2024,0,0,-0.26,-0.97,0.97,-0.22,0.00,-1.00,44736.09,45316.32,44069.06,43463.57,45154.59,365.53,44736.09,45411.36,44612.68,882.58,43073.34,45411.36,40388.52,4887.28,33635.36,45411.36,42284.80,4950.81,33635.36,49430.36,40854.39,5253.73,31002.03,49430.36
45892.46,False,2024-07-03 14:00:00,14,2,3,7,2024,0,0,-0.50,-0.87,0.97,-0.22,0.00,-1.00,45411.36,44736.09,44500.62,44069.06,45346.64,580.90,44736.09,45892.46,45082.53,606.37,44137.51,45892.46,41374.57,4683.77,33635.36,45892.46,42342.79,4985.92,33635.36,49430.36,40934.36,5249.70,31002.03,49430.36
46181.96,False,2024-07-03 15:00:00,15,2,3,7,2024,0,0,-0.71,-0.71,0.97,-0.22,0.00,-1.00,45892.46,45411.36,45256.45,44500.62,45828.59,389.25,45411.36,46181.96,45423.27,539.90,44736.09,46181.96,42420.12,4171.46,34045.41,46181.96,42381.35,5012.95,33635.36,49430.36,41016.35,5249.02,31002.03,49430.36
46820.54,False,2024-07-03 16:00:00,16,2,3,7,2024,0,0,-0.87,-0.50,0.97,-0.22,0.00,-1.00,46181.96,45892.46,45972.25,45256.45,46298.32,474.86,45892.46,46820.54,45726.46,732.17,44736.09,46820.54,43484.71,3398.39,35741.35,46820.54,42416.70,5042.27,33635.36,49430.36,41105.65,5257.37,31002.03,49430.36
47180.56,False,2024-07-03 17:00:00,17,2,3,7,2024,0,0,-0.97,-0.26,0.97,-0.22,0.00,-1.00,46820.54,46181.96,46374.12,45972.25,46727.69,505.73,46181.96,47180.56,46037.16,899.71,44736.09,47180.56,44437.98,2519.64,38431.88,47180.56,42450.30,5072.39,33635.36,49430.36,41197.69,5270.10,31002.03,49430.36
50087.48,False,2024-07-03 18:00:00,18,2,3,7,2024,0,0,-1.00,-0.00,0.97,-0.22,0.00,-1.00,47180.56,46820.54,49430.36,46374.12,48029.52,1791.31,46820.54,50087.48,46929.06,1672.53,45411.36,50087.48,45409.28,2222.96,41072.25,50087.48,42477.68,5113.31,33635.36,50087.48,41330.37,5341.59,31002.03,50087.48
48970.71,False,2024-07-03 19:00:00,19,2,3,7,2024,0,0,-0.97,0.26,0.97,-0.22,0.00,-1.00,50087.48,47180.56,48486.06,49430.36,48746.25,1466.40,47180.56,50087.48,47522.28,1657.72,45892.46,50087.48,46067.48,1977.88,43073.34,50087.48,42497.87,5138.96,33635.36,50087.48,41442.73,5381.93,31002.03,50087.48
47847.61,False,2024-07-03 20:00:00,20,2,3,7,2024,0,0,-0.87,0.50,0.97,-0.22,0.00,-1.00,48970.71,50087.48,47500.06,48486.06,48968.60,1119.93,47847.61,50087.48,47848.14,1452.76,46181.96,50087.48,46465.34,1792.33,44137.51,50087.48,42512.35,5154.14,33635.36,50087.48,41535.56,5397.57,31002.03,50087.48
46689.52,False,2024-07-03 21:00:00,21,2,3,7,2024,0,0,-0.71,0.71,0.97,-0.22,0.00,-1.00,47847.61,48970.71,46413.72,47500.06,47835.95,1140.64,46689.52,48970.71,47932.74,1347.28,46689.52,50087.48,46678.01,1635.56,44736.09,50087.48,42523.84,5163.51,33635.36,50087.48,41609.18,5393.61,31002.03,50087.48
44104.57,False,2024-07-03 22:00:00,22,2,3,7,2024,0,0,-0.50,0.87,0.97,-0.22,0.00,-1.00,46689.52,47847.61,43414.00,46413.72,46213.90,1916.31,44104.57,47847.61,47480.07,2062.25,44104.57,50087.48,46603.27,1736.51,44104.57,50087.48,42552.62,5170.61,33635.36,50087.48,41644.33,5363.13,31002.03,50087.48
40821.08,False,2024-07-03 23:00:00,23,2,3,7,2024,0,0,-0.26,0.97,0.97,-0.22,0.00,-1.00,44104.57,46689.52,40280.46,43414.00,43871.72,2941.14,40821.08,46689.52,46420.16,3428.60,40821.08,50087.48,46228.66,2398.18,40821.08,50087.48,42575.14,5161.45,33635.36,50087.48,41632.90,5326.11,31002.03,50087.48
38054.21,False,2024-07-04 00:00:00,0,3,4,7,2024,0,0,0.00,1.00,0.43,-0.90,0.00,-1.00,40821.08,44104.57,37376.70,40280.46,40993.29,3028.85,38054.21,44104.57,44414.62,4270.43,38054.21,48970.71,45671.84,3359.34,38054.21,50087.48,42603.37,5133.56,33635.36,50087.48,41583.87,5305.55,31002.03,50087.48
35969.96,False,2024-07-04 01:00:00,1,3,4,7,2024,0,0,0.26,0.97,0.43,-0.90,0.00,-1.00,38054.21,40821.08,35168.08,37376.70,38281.75,2433.55,35969.96,40821.08,42247.83,4765.87,35969.96,47847.61,44885.05,4377.29,35969.96,50087.48,42636.78,5085.45,33635.36,50087.48,41508.01,5309.35,31002.03,50087.48
34923.45,False,2024-07-04 02:00:00,2,3,4,7,2024,0,0,0.50,0.87,0.43,-0.90,0.00,-1.00,35969.96,38054.21,34059.86,35168.08,36315.87,1593.79,34923.45,38054.21,40093.80,4647.95,34923.45,46689.52,43970.97,5213.26,34923.45,50087.48,42672.77,5024.82,33635.36,50087.48,41420.22,5327.88,31002.03,50087.48
34447.63,False,2024-07-04 03:00:00,3,3,4,7,2024,0,0,0.71,0.71,0.43,-0.90,0.00,-1.00,34923.45,35969.96,33635.36,34059.86,35113.68,778.79,34447.63,35969.96,38053.48,3779.30,34447.63,44104.57,42993.11,5825.42,34447.63,50087.48,42706.61,4963.66,34045.41,50087.48,41328.47,5352.34,31002.03,50087.48
34816.94,False,2024-07-04 04:00:00,4,3,4,7,2024,0,0,0.87,0.50,0.43,-0.90,0.00,-1.00,34447.63,34923.45,34045.41,33635.36,34729.34,249.71,34447.63,34923.45,36505.54,2485.90,34447.63,40821.08,41992.81,6131.02,34447.63,50087.48,42738.76,4907.31,34447.63,50087.48,41243.91,5368.54,31002.03,50087.48
36444.35,False,2024-07-04 05:00:00,5,3,4,7,2024,0,0,0.97,0.26,0.43,-0.90,0.00,-1.00,34816.94,34447.63,35741.35,34045.41,35236.31,1062.37,34447.63,36444.35,35776.09,1348.02,34447.63,38054.21,41098.12,6088.37,34447.63,50087.48,42768.05,4865.64,34447.63,50087.48,41182.37,5361.18,31002.03,50087.48
39172.19,False,2024-07-04 06:00:00,6,3,4,7,2024,0,0,1.00,0.00,0.43,-0.90,0.00,-1.00,36444.35,34816.94,38431.88,35741.35,36811.16,2200.67,34816.94,39172.19,35962.42,1744.77,34447.63,39172.19,40188.52,5399.69,34447.63,48970.71,42798.90,4839.23,34447.63,50087.48,41156.93,5331.51,31002.03,50087.48
41848.91,False,2024-07-04 07:00:00,7,3,4,7,2024,0,0,0.97,-0.26,0.43,-0.90,0.00,-1.00,39172.19,36444.35,41072.25,38431.88,39155.15,2702.32,36444.35,41848.91,36942.24,2970.24,34447.63,41848.91,39595.03,4691.64,34447.63,47847.61,42831.26,4829.77,34447.63,50087.48,41165.58,5298.22,31002.03,50087.48
43888.67,False,2024-07-04 08:00:00,8,3,4,7,2024,0,0,0.87,-0.50,0.43,-0.90,0.00,-1.00,41848.91,39172.19,43073.34,41072.25,41636.59,2365.40,39172.19,43888.67,38436.45,3870.22,34447.63,43888.67,39265.12,4168.61,34447.63,46689.52,42865.23,4834.41,34447.63,50087.48,41199.20,5273.69,31002.03,50087.48
44977.59,False,2024-07-04 09:00:00,9,3,4,7,2024,0,0,0.71,-0.71,0.43,-0.90,0.00,-1.00,43888.67,41848.91,44137.51,43073.34,43571.72,1588.24,41848.91,44977.59,40191.44,4081.39,34816.94,44977.59,39122.46,3912.88,34447.63,44977.59,42900.23,4847.05,34447.63,50087.48,41245.27,5257.62,31002.03,50087.48
45960.71,False,2024-07-04 10:00:00,10,3,4,7,2024,0,0,0.50,-0.87,0.43,-0.90,0.00,-1.00,44977.59,43888.67,45001.45,44137.51,44942.32,1036.47,43888.67,45960.71,42048.74,3660.35,36444.35,45960.71,39277.14,4156.81,34447.63,45960.71,42940.20,4869.04,34447.63,50087.48,41302.09,5251.03,31002.03,50087.48
46297.62,False,2024-07-04 11:00:00,11,3,4,7,2024,0,0,0.26,-0.97,0.43,-0.90,0.00,-1.00,45960.71,44977.59,45316.32,45001.45,45745.31,685.87,44977.59,46297.62,43690.95,2736.91,39172.19,46297.62,39733.52,4616.91,34447.63,46297.62,42981.09,4893.91,34447.63,50087.48,41361.56,5247.68,31002.03,50087.48
45731.21,False,2024-07-04 12:00:00,12,3,4,7,2024,0,0,0.00,-1.00,0.43,-0.90,0.00,-1.00,46297.62,45960.71,44736.09,45316.32,45996.52,284.90,45731.21,46297.62,44784.12,1674.92,41848.91,46297.62,40373.27,4887.04,34447.63,46297.62,43022.55,4913.61,34447.63,50087.48,41412.97,5237.84,31002.03,50087.48
46190.15,False,2024-07-04 13:00:00,13,3,4,7,2024,0,0,-0.26,-0.97,0.43,-0.90,0.00,-1.00,45731.21,46297.62,45411.36,44736.09,46072.99,300.83,45731.21,46297.62,45507.66,921.65,43888.67,46297.62,41224.95,4940.17,34447.63,46297.62,43055.00,4932.60,34447.63,50087.48,41468.51,5232.36,31002.03,50087.48
46776.93,False,2024-07-04 14:00:00,14,3,4,7,2024,0,0,-0.50,-0.87,0.43,-0.90,0.00,-1.00,46190.15,45731.21,45892.46,45411.36,46232.76,524.16,45731.21,46776.93,45989.04,607.74,44977.59,46776.93,42212.74,4746.91,34447.63,46776.93,43091.86,4957.96,34447.63,50087.48,41529.53,5232.89,31002.03,50087.48
47015.50,False,2024-07-04 15:00:00,15,3,4,7,2024,0,0,-0.71,-0.71,0.43,-0.90,0.00,-1.00,46776.93,46190.15,46181.96,45892.46,46660.86,424.74,46190.15,47015.50,46328.69,486.86,45731.21,47015.50,43260.06,4236.97,34816.94,47015.50,43126.59,4983.40,34447.63,50087.48,41591.87,5235.49,31002.03,50087.48
47399.56,False,2024-07-04 16:00:00,16,3,4,7,2024,0,0,-0.87,-0.50,0.43,-0.90,0.00,-1.00,47015.50,46776.93,46820.54,46181.96,47064.00,314.14,46776.93,47399.56,46568.49,608.52,45731.21,47399.56,44308.62,3439.43,36444.35,47399.56,43150.71,5003.43,34447.63,50087.48,41657.13,5241.94,31002.03,50087.48
47711.37,False,2024-07-04 17:00:00,17,3,4,7,2024,0,0,-0.97,-0.26,0.43,-0.90,0.00,-1.00,47399.56,47015.50,47180.56,46820.54,47375.48,348.56,47015.50,47711.37,46804.12,741.78,45731.21,47711.37,45247.53,2509.62,39172.19,47711.37,43172.83,5023.15,34447.63,50087.48,41724.39,5251.33,31002.03,50087.48
50203.32,False,2024-07-04 18:00:00,18,3,4,7,2024,0,0,-1.00,-0.00,0.43,-0.90,0.00,-1.00,47711.37,47399.56,50087.48,47180.56,48438.08,1536.67,47399.56,50203.32,47549.47,1401.52,46190.15,50203.32,46166.80,2062.43,41848.91,50203.32,43177.66,5030.13,34447.63,50203.32,41817.57,5297.17,31002.03,50203.32
49116.86,False,2024-07-04 19:00:00,19,3,4,7,2024,0,0,-0.97,0.26,0.43,-0.90,0.00,-1.00,50203.32,47711.37,48970.71,50087.48,49010.52,1249.37,47711.37,50203.32,48037.26,1341.84,46776.93,50203.32,46772.46,1717.46,43888.67,50203.32,43183.75,5037.53,34447.63,50203.32,41896.91,5322.67,31002.03,50203.32
47947.73,False,2024-07-04 20:00:00,20,3,4,7,2024,0,0,-0.87,0.50,0.43,-0.90,0.00,-1.00,49116.86,50203.32,47847.61,48970.71,49089.31,1128.05,47947.73,50203.32,48232.39,1199.48,47015.50,50203.32,47110.71,1481.35,44977.59,50203.32,43187.92,5041.61,34447.63,50203.32,41961.97,5330.72,31002.03,50203.32
46991.42,False,2024-07-04 21:00:00,21,3,4,7,2024,0,0,-0.71,0.71,0.43,-0.90,0.00,-1.00,47947.73,49116.86,46689.52,47847.61,48018.67,1064.50,46991.42,49116.86,48228.38,1204.40,46991.42,50203.32,47278.53,1323.37,45731.21,50203.32,43200.50,5051.09,34447.63,50203.32,42015.48,5327.30,31002.03,50203.32
44756.47,False,2024-07-04 22:00:00,22,3,4,7,2024,0,0,-0.50,0.87,0.43,-0.90,0.00,-1.00,46991.42,47947.73,44104.57,46689.52,46565.21,1637.77,44756.47,47947.73,47787.86,1868.46,44756.47,50203.32,47178.18,1469.94,44756.47,50203.32,43227.66,5057.91,34447.63,50203.32,42044.33,5306.34,31002.03,50203.32
41616.91,False,2024-07-04 23:00:00,23,3,4,7,2024,0,0,-0.26,0.97,0.43,-0.90,0.00,-1.00,44756.47,46991.42,40821.08,44104.57,44454.93,2699.92,41616.91,46991.42,46772.12,3141.34,41616.91,50203.32,46788.12,2176.20,41616.91,50203.32,43260.82,5044.04,34447.63,50203.32,42039.88,5278.52,31002.03,50203.32
38769.41,False,2024-07-05 00:00:00,0,4,5,7,2024,0,0,0.00,1.00,-0.43,-0.90,0.00,-1.00,41616.91,44756.47,38054.21,40821.08,41714.26,2994.72,38769.41,44756.47,44866.47,3995.53,38769.41,49116.86,46207.97,3180.03,38769.41,50203.32,43290.62,5013.96,34447.63,50203.32,42006.16,5261.45,31002.03,50203.32
36625.30,False,2024-07-05 01:00:00,1,4,5,7,2024,0,0,0.26,0.97,-0.43,-0.90,0.00,-1.00,38769.41,41616.91,35969.96,38054.21,39003.87,2504.05,36625.30,41616.91,42784.54,4553.37,36625.30,47947.73,45410.90,4215.14,36625.30,50203.32,43317.92,4973.99,34447.63,50203.32,41951.25,5262.40,31002.03,50203.32
35358.83,False,2024-07-05 02:00:00,2,4,5,7,2024,0,0,0.50,0.87,-0.43,-0.90,0.00,-1.00,36625.30,38769.41,34923.45,35969.96,36917.85,1724.00,35358.83,38769.41,40686.39,4598.59,35358.83,46991.42,44459.39,5078.97,35358.83,50203.32,43336.07,4942.73,34447.63,50203.32,41884.66,5277.24,31002.03,50203.32
