id_subsistema;nom_subsistema;din_instante;val_cargaenergiahomwmed
SE;SUDESTE;2023-01-02 07:00:00;32999.64199999
N;NORTE;2023-01-02 08:00:00;5692.69899999
NE;NORDESTE;2023-01-02 08:00:00;10308.074
S;SUL;2023-01-02 08:00:00;11786.22399999
SE;SUDESTE;2023-01-02 08:00:00;34781.517
N;NORTE;2023-01-02 09:00:00;5683.438
NE;NORDESTE;2023-01-02 09:00:00;10206.23299999
S;SUL;2023-01-02 09:00:00;11846.36899999
SE;SUDESTE;2023-01-02 09:00:00;35801.19399999
N;NORTE;2023-01-02 10:00:00;5717.034
NE;NORDESTE;2023-01-02 10:00:00;10174.214
S;SUL;2023-01-02 10:00:00;11891.184
SE;SUDESTE;2023-01-02 10:00:00;36661.88399999
N;NORTE;2023-01-02 11:00:00;5715.343
NE;NORDESTE;2023-01-02 11:00:00;10188.32599999
S;SUL;2023-01-02 11:00:00;11954.37099999
SE;SUDESTE;2023-01-02 11:00:00;37244.462
N;NORTE;2023-01-02 12:00:00;5762.098
NE;NORDESTE;2023-01-02 12:00:00;9989.77
S;SUL;2023-01-02 12:00:00;11643.79899999
SE;SUDESTE;2023-01-02 12:00:00;37689.203
N;NORTE;2023-01-02 13:00:00;5974.06799999
NE;NORDESTE;2023-01-02 13:00:00;10420.611
S;SUL;2023-01-02 13:00:00;12007.463
SE;SUDESTE;2023-01-02 13:00:00;39054.559
N;NORTE;2023-01-02 14:00:00;6197.156
NE;NORDESTE;2023-01-02 14:00:00;11074.27
S;SUL;2023-01-02 14:00:00;12440.661
SE;SUDESTE;2023-01-02 14:00:00;40251.552
N;NORTE;2023-01-02 15:00:00;6330.13199999
NE;NORDESTE;2023-01-02 15:00:00;11325.619
S;SUL;2023-01-02 15:00:00;12674.41399999
SE;SUDESTE;2023-01-02 15:00:00;41197.776
N;NORTE;2023-01-02 16:00:00;6355.807
NE;NORDESTE;2023-01-02 16:00:00;11550.60299999
S;SUL;2023-01-02 16:00:00;13029.54899999
SE;SUDESTE;2023-01-02 16:00:00;41979.28999999
N;NORTE;2023-01-02 17:00:00;6176.39699999
NE;NORDESTE;2023-01-02 17:00:00;11345.298
S;SUL;2023-01-02 17:00:00;13197.91299999
SE;SUDESTE;2023-01-02 17:00:00;41586.013
N;NORTE;2023-01-02 18:00:00;6158.26
NE;NORDESTE;2023-01-02 18:00:00;11871.364
S;SUL;2023-01-02 18:00:00;12829.62099999
SE;SUDESTE;2023-01-02 18:00:00;42295.00999999
N;NORTE;2023-01-02 19:00:00;6431.039
NE;NORDESTE;2023-01-02 19:00:00;12033.86099999
S;SUL;2023-01-02 19:00:00;13856.758
SE;SUDESTE;2023-01-02 19:00:00;45292.648
N;NORTE;2023-01-02 20:00:00;6584.601
NE;NORDESTE;2023-01-02 20:00:00;11920.64999999
S;SUL;2023-01-02 20:00:00;14691.601
SE;SUDESTE;2023-01-02 20:00:00;45280.91699999
N;NORTE;2023-01-02 21:00:00;6682.708
NE;NORDESTE;2023-01-02 21:00:00;12418.75299999
S;SUL;2023-01-02 21:00:00;14794.735
SE;SUDESTE;2023-01-02 21:00:00;44391.42299999
N;NORTE;2023-01-02 22:00:00;6828.291
NE;NORDESTE;2023-01-02 22:00:00;12474.843
S;SUL;2023-01-02 22:00:00;14465.89799999
SE;SUDESTE;2023-01-02 22:00:00;42243.18799999
N;NORTE;2023-01-02 23:00:00;6797.69899999
NE;NORDESTE;2023-01-02 23:00:00;12172.868
S;SUL;2023-01-02 23:00:00;13589.38399999
SE;SUDESTE;2023-01-02 23:00:00;39662.88499999
N;NORTE;2023-01-03 00:00:00;6709.202
NE;NORDESTE;2023-01-03 00:00:00;11746.24499999
S;SUL;2023-01-03 00:00:00;12697.37
SE;SUDESTE;2023-01-03 00:00:00;37255.669
N;NORTE;2023-01-03 01:00:00;6574.19299999
NE;NORDESTE;2023-01-03 01:00:00;11453.42299999
S;SUL;2023-01-03 01:00:00;11976.26199999
SE;SUDESTE;2023-01-03 01:00:00;35435.53899999
N;NORTE;2023-01-03 02:00:00;6460.679
NE;NORDESTE;2023-01-03 02:00:00;11226.097
S;SUL;2023-01-03 02:00:00;11435.77999999
SE;SUDESTE;2023-01-03 02:00:00;34238.599
N;NORTE;2023-01-03 03:00:00;6336.2
NE;NORDESTE;2023-01-03 03:00:00;11101.075
S;SUL;2023-01-03 03:00:00;11150.453
SE;SUDESTE;2023-01-03 03:00:00;33620.26799999
N;NORTE;2023-01-03 04:00:00;6287.73599999
NE;NORDESTE;2023-01-03 04:00:00;11009.06499999
S;SUL;2023-01-03 04:00:00;11059.31699999
SE;SUDESTE;2023-01-03 04:00:00;33708.076
N;NORTE;2023-01-03 05:00:00;6191.956
NE;NORDESTE;2023-01-03 05:00:00;10346.172
S;SUL;2023-01-03 05:00:00;11023.144
SE;SUDESTE;2023-01-03 05:00:00;33805.43799999
N;NORTE;2023-01-03 06:00:00;5869.424
NE;NORDESTE;2023-01-03 06:00:00;9889.798
S;SUL;2023-01-03 06:00:00;11089.239
SE;SUDESTE;2023-01-03 06:00:00;34591.14599999
N;NORTE;2023-01-03 07:00:00;5799.244
NE;NORDESTE;2023-01-03 07:00:00;10154.24199999
S;SUL;2023-01-03 07:00:00;11706.732
SE;SUDESTE;2023-01-03 07:00:00;36532.816
N;NORTE;2023-01-03 08:00:00;5954.70399999
NE;NORDESTE;2023-01-03 08:00:00;10541.509
S;SUL;2023-01-03 08:00:00;12231.238
SE;SUDESTE;2023-01-03 08:00:00;38362.309
N;NORTE;2023-01-03 09:00:00;5981.14699999
NE;NORDESTE;2023-01-03 09:00:00;10639.066
S;SUL;2023-01-03 09:00:00;12108.47799999
SE;SUDESTE;2023-01-03 09:00:00;39382.245
N;NORTE;2023-01-03 10:00:00;5924.97999999
NE;NORDESTE;2023-01-03 10:00:00;10624.56399999
S;SUL;2023-01-03 10:00:00;12136.266
SE;SUDESTE;2023-01-03 10:00:00;39803.865
N;NORTE;2023-01-03 11:00:00;5865.409
NE;NORDESTE;2023-01-03 11:00:00;10517.10899999
S;SUL;2023-01-03 11:00:00;12249.412
SE;SUDESTE;2023-01-03 11:00:00;40022.49099999
N;NORTE;2023-01-03 12:00:00;5785.60099999
NE;NORDESTE;2023-01-03 12:00:00;10487.25499999
S;SUL;2023-01-03 12:00:00;11720.96
SE;SUDESTE;2023-01-03 12:00:00;39972.919
N;NORTE;2023-01-03 13:00:00;5961.83599999
NE;NORDESTE;2023-01-03 13:00:00;10969.48
S;SUL;2023-01-03 13:00:00;12426.24199999
SE;SUDESTE;2023-01-03 13:00:00;41121.391
N;NORTE;2023-01-03 14:00:00;6328.549
NE;NORDESTE;2023-01-03 14:00:00;11547.541
S;SUL;2023-01-03 14:00:00;13111.02099999
SE;SUDESTE;2023-01-03 14:00:00;42101.284
N;NORTE;2023-01-03 15:00:00;6428.134
NE;NORDESTE;2023-01-03 15:00:00;11864.14699999
S;SUL;2023-01-03 15:00:00;13502.15199999
SE;SUDESTE;2023-01-03 15:00:00;43270.62999999
N;NORTE;2023-01-03 16:00:00;6421.079
NE;NORDESTE;2023-01-03 16:00:00;12014.668
S;SUL;2023-01-03 16:00:00;14090.038
SE;SUDESTE;2023-01-03 16:00:00;43966.149
N;NORTE;2023-01-03 17:00:00;6326.854
NE;NORDESTE;2023-01-03 17:00:00;11612.997
S;SUL;2023-01-03 17:00:00;14042.317
SE;SUDESTE;2023-01-03 17:00:00;43135.51
N;NORTE;2023-01-03 18:00:00;6271.701
NE;NORDESTE;2023-01-03 18:00:00;12252.246
S;SUL;2023-01-03 18:00:00;13471.937
SE;SUDESTE;2023-01-03 18:00:00;43757.852
N;NORTE;2023-01-03 19:00:00;6510.50899999
NE;NORDESTE;2023-01-03 19:00:00;12339.71599999
S;SUL;2023-01-03 19:00:00;14154.712
SE;SUDESTE;2023-01-03 19:00:00;46775.589
N;NORTE;2023-01-03 20:00:00;6610.09199999
NE;NORDESTE;2023-01-03 20:00:00;12149.152
S;SUL;2023-01-03 20:00:00;14287.382
SE;SUDESTE;2023-01-03 20:00:00;46907.287
N;NORTE;2023-01-03 21:00:00;6745.11299999
NE;NORDESTE;2023-01-03 21:00:00;12477.612
S;SUL;2023-01-03 21:00:00;14135.99699999
SE;SUDESTE;2023-01-03 21:00:00;46000.195
N;NORTE;2023-01-03 22:00:00;6849.294
NE;NORDESTE;2023-01-03 22:00:00;12460.89599999
S;SUL;2023-01-03 22:00:00;13645.36099999
SE;SUDESTE;2023-01-03 22:00:00;43938.84099999
N;NORTE;2023-01-03 23:00:00;6873.457
NE;NORDESTE;2023-01-03 23:00:00;12146.30699999
S;SUL;2023-01-03 23:00:00;12733.03599999
SE;SUDESTE;2023-01-03 23:00:00;41278.71
N;NORTE;2023-01-04 00:00:00;6732.779
NE;NORDESTE;2023-01-04 00:00:00;11770.943
S;SUL;2023-01-04 00:00:00;11824.015
SE;SUDESTE;2023-01-04 00:00:00;38789.865
N;NORTE;2023-01-04 01:00:00;6590.32499999
NE;NORDESTE;2023-01-04 01:00:00;11403.182
S;SUL;2023-01-04 01:00:00;11242.42299999
SE;SUDESTE;2023-01-04 01:00:00;37007.24699999
N;NORTE;2023-01-04 02:00:00;6443.27099999
NE;NORDESTE;2023-01-04 02:00:00;11192.758
S;SUL;2023-01-04 02:00:00;10823.25899999
SE;SUDESTE;2023-01-04 02:00:00;35838.513
N;NORTE;2023-01-04 03:00:00;6346.092
NE;NORDESTE;2023-01-04 03:00:00;11031.648
S;SUL;2023-01-04 03:00:00;10607.075
SE;SUDESTE;2023-01-04 03:00:00;35278.954
N;NORTE;2023-01-04 04:00:00;6234.831
NE;NORDESTE;2023-01-04 04:00:00;10881.678
S;SUL;2023-01-04 04:00:00;10554.275
SE;SUDESTE;2023-01-04 04:00:00;35243.938
N;NORTE;2023-01-04 05:00:00;6146.803
NE;NORDESTE;2023-01-04 05:00:00;10221.547
S;SUL;2023-01-04 05:00:00;10634.674
SE;SUDESTE;2023-01-04 05:00:00;35344.94399999
N;NORTE;2023-01-04 06:00:00;5864.05499999
NE;NORDESTE;2023-01-04 06:00:00;9771.995
S;SUL;2023-01-04 06:00:00;10732.58499999
SE;SUDESTE;2023-01-04 06:00:00;36124.83599999
N;NORTE;2023-01-04 07:00:00;5787.59499999
NE;NORDESTE;2023-01-04 07:00:00;9985.954
S;SUL;2023-01-04 07:00:00;11299.267
SE;SUDESTE;2023-01-04 07:00:00;38349.23599999
N;NORTE;2023-01-04 08:00:00;5910.789
NE;NORDESTE;2023-01-04 08:00:00;10273.882
S;SUL;2023-01-04 08:00:00;11681.041
SE;SUDESTE;2023-01-04 08:00:00;40110.332
N;NORTE;2023-01-04 09:00:00;5958.92999999
NE;NORDESTE;2023-01-04 09:00:00;10346.81399999
S;SUL;2023-01-04 09:00:00;11453.988
SE;SUDESTE;2023-01-04 09:00:00;40867.911
N;NORTE;2023-01-04 10:00:00;5956.47899999
NE;NORDESTE;2023-01-04 10:00:00;10369.78299999
S;SUL;2023-01-04 10:00:00;11413.355
SE;SUDESTE;2023-01-04 10:00:00;41093.32299999
N;NORTE;2023-01-04 11:00:00;6052.16699999
NE;NORDESTE;2023-01-04 11:00:00;10380.575
S;SUL;2023-01-04 11:00:00;11305.191
SE;SUDESTE;2023-01-04 11:00:00;40785.23799999
N;NORTE;2023-01-04 12:00:00;6040.927
NE;NORDESTE;2023-01-04 12:00:00;10299.33499999
S;SUL;2023-01-04 12:00:00;10686.39699999
SE;SUDESTE;2023-01-04 12:00:00;40437.394
N;NORTE;2023-01-04 13:00:00;6085.501
NE;NORDESTE;2023-01-04 13:00:00;10776.332
S;SUL;2023-01-04 13:00:00;11259.674
SE;SUDESTE;2023-01-04 13:00:00;41456.08999999
N;NORTE;2023-01-04 14:00:00;6373.697
NE;NORDESTE;2023-01-04 14:00:00;11407.104
S;SUL;2023-01-04 14:00:00;11755.31199999
SE;SUDESTE;2023-01-04 14:00:00;42586.69599999
N;NORTE;2023-01-04 15:00:00;6582.68799999
NE;NORDESTE;2023-01-04 15:00:00;11869.954
S;SUL;2023-01-04 15:00:00;11994.49299999
SE;SUDESTE;2023-01-04 15:00:00;43540.864
N;NORTE;2023-01-04 16:00:00;6655.796
NE;NORDESTE;2023-01-04 16:00:00;12062.374
S;SUL;2023-01-04 16:00:00;12442.858
SE;SUDESTE;2023-01-04 16:00:00;44104.361
N;NORTE;2023-01-04 17:00:00;6597.36099999
NE;NORDESTE;2023-01-04 17:00:00;11628.273
S;SUL;2023-01-04 17:00:00;12709.19699999
SE;SUDESTE;2023-01-04 17:00:00;43546.355
N;NORTE;2023-01-04 18:00:00;6507.98399999
NE;NORDESTE;2023-01-04 18:00:00;12280.04799999
S;SUL;2023-01-04 18:00:00;12454.83299999
SE;SUDESTE;2023-01-04 18:00:00;44117.605
N;NORTE;2023-01-04 19:00:00;6819.45899999
NE;NORDESTE;2023-01-04 19:00:00;12478.97299999
S;SUL;2023-01-04 19:00:00;13379.12099999
SE;SUDESTE;2023-01-04 19:00:00;46594.99599999
N;NORTE;2023-01-04 20:00:00;6910.08499999
NE;NORDESTE;2023-01-04 20:00:00;12374.578
S;SUL;2023-01-04 20:00:00;14047.319
SE;SUDESTE;2023-01-04 20:00:00;46424.75899999
N;NORTE;2023-01-04 21:00:00;7002.858
NE;NORDESTE;2023-01-04 21:00:00;12829.248
S;SUL;2023-01-04 21:00:00;13924.705
SE;SUDESTE;2023-01-04 21:00:00;45228.397
N;NORTE;2023-01-04 22:00:00;7136.73799999
NE;NORDESTE;2023-01-04 22:00:00;12829.382
S;SUL;2023-01-04 22:00:00;13348.903
SE;SUDESTE;2023-01-04 22:00:00;42826.21499999
N;NORTE;2023-01-04 23:00:00;7010.18499999
NE;NORDESTE;2023-01-04 23:00:00;12506.395
S;SUL;2023-01-04 23:00:00;12333.917
SE;SUDESTE;2023-01-04 23:00:00;40107.976
N;NORTE;2023-01-05 00:00:00;6926.354
NE;NORDESTE;2023-01-05 00:00:00;12059.38499999
S;SUL;2023-01-05 00:00:00;11382.761
SE;SUDESTE;2023-01-05 00:00:00;37694.08699999
N;NORTE;2023-01-05 01:00:00;6687.11399999
NE;NORDESTE;2023-01-05 01:00:00;11814.35299999
S;SUL;2023-01-05 01:00:00;10786.431
SE;SUDESTE;2023-01-05 01:00:00;35891.71699999
N;NORTE;2023-01-05 02:00:00;6684.21
NE;NORDESTE;2023-01-05 02:00:00;11590.26799999
S;SUL;2023-01-05 02:00:00;10353.44299999
SE;SUDESTE;2023-01-05 02:00:00;34813.38499999
N;NORTE;2023-01-05 03:00:00;6511.70399999
NE;NORDESTE;2023-01-05 03:00:00;11316.167
S;SUL;2023-01-05 03:00:00;10160.267
SE;SUDESTE;2023-01-05 03:00:00;34347.07599999
N;NORTE;2023-01-05 04:00:00;6430.04999999
NE;NORDESTE;2023-01-05 04:00:00;11189.22499999
S;SUL;2023-01-05 04:00:00;10094.462
SE;SUDESTE;2023-01-05 04:00:00;34278.10899999
N;NORTE;2023-01-05 05:00:00;6318.378
NE;NORDESTE;2023-01-05 05:00:00;10506.144
S;SUL;2023-01-05 05:00:00;10133.97799999
SE;SUDESTE;2023-01-05 05:00:00;34602.28799999
N;NORTE;2023-01-05 06:00:00;6029.128
NE;NORDESTE;2023-01-05 06:00:00;10015.54399999
S;SUL;2023-01-05 06:00:00;10366.801
SE;SUDESTE;2023-01-05 06:00:00;35283.278
N;NORTE;2023-01-05 07:00:00;5937.43899999
NE;NORDESTE;2023-01-05 07:00:00;10186.53599999
S;SUL;2023-01-05 07:00:00;10847.986
SE;SUDESTE;2023-01-05 07:00:00;37487.704
N;NORTE;2023-01-05 08:00:00;6133.232
NE;NORDESTE;2023-01-05 08:00:00;10561.57
S;SUL;2023-01-05 08:00:00;10976.95099999
SE;SUDESTE;2023-01-05 08:00:00;38957.604
N;NORTE;2023-01-05 09:00:00;6220.27199999
NE;NORDESTE;2023-01-05 09:00:00;10427.055
S;SUL;2023-01-05 09:00:00;10742.128
SE;SUDESTE;2023-01-05 09:00:00;39306.93199999
N;NORTE;2023-01-05 10:00:00;6211.05
NE;NORDESTE;2023-01-05 10:00:00;10500.741
S;SUL;2023-01-05 10:00:00;10730.582
SE;SUDESTE;2023-01-05 10:00:00;39332.31399999
N;NORTE;2023-01-05 11:00:00;6158.016
NE;NORDESTE;2023-01-05 11:00:00;10532.69799999
S;SUL;2023-01-05 11:00:00;10832.77299999
SE;SUDESTE;2023-01-05 11:00:00;38992.23799999
N;NORTE;2023-01-05 12:00:00;6067.03399999
NE;NORDESTE;2023-01-05 12:00:00;10430.7
S;SUL;2023-01-05 12:00:00;10315.49299999
SE;SUDESTE;2023-01-05 12:00:00;38342.674
N;NORTE;2023-01-05 13:00:00;6300.349
NE;NORDESTE;2023-01-05 13:00:00;11011.98699999
S;SUL;2023-01-05 13:00:00;11137.79399999
SE;SUDESTE;2023-01-05 13:00:00;39045.46299999
N;NORTE;2023-01-05 14:00:00;6591.75799999
NE;NORDESTE;2023-01-05 14:00:00;11710.14599999
S;SUL;2023-01-05 14:00:00;11841.456
SE;SUDESTE;2023-01-05 14:00:00;40049.169
N;NORTE;2023-01-05 15:00:00;6697.334
NE;NORDESTE;2023-01-05 15:00:00;12170.52099999
S;SUL;2023-01-05 15:00:00;12311.63899999
SE;SUDESTE;2023-01-05 15:00:00;40640.96699999
N;NORTE;2023-01-05 16:00:00;6710.918
NE;NORDESTE;2023-01-05 16:00:00;12546.02599999
S;SUL;2023-01-05 16:00:00;12917.919
SE;SUDESTE;2023-01-05 16:00:00;41665.24099999
N;NORTE;2023-01-05 17:00:00;6568.51
NE;NORDESTE;2023-01-05 17:00:00;12341.16199999
S;SUL;2023-01-05 17:00:00;13194.948
SE;SUDESTE;2023-01-05 17:00:00;41554.32999999
N;NORTE;2023-01-05 18:00:00;6539.64
NE;NORDESTE;2023-01-05 18:00:00;12706.47099999
S;SUL;2023-01-05 18:00:00;12974.45
SE;SUDESTE;2023-01-05 18:00:00;42695.454
N;NORTE;2023-01-05 19:00:00;6801.04699999
NE;NORDESTE;2023-01-05 19:00:00;12818.59199999
S;SUL;2023-01-05 19:00:00;13812.151
SE;SUDESTE;2023-01-05 19:00:00;45213.455
N;NORTE;2023-01-05 20:00:00;6860.62199999
NE;NORDESTE;2023-01-05 20:00:00;12786.113
S;SUL;2023-01-05 20:00:00;14495.332
SE;SUDESTE;2023-01-05 20:00:00;44849.85899999
N;NORTE;2023-01-05 21:00:00;6943.83199999
NE;NORDESTE;2023-01-05 21:00:00;13217.078
S;SUL;2023-01-05 21:00:00;14470.979
SE;SUDESTE;2023-01-05 21:00:00;43484.354
N;NORTE;2023-01-05 22:00:00;7055.38
NE;NORDESTE;2023-01-05 22:00:00;13210.838
S;SUL;2023-01-05 22:00:00;13950.75299999
SE;SUDESTE;2023-01-05 22:00:00;41076.69599999
N;NORTE;2023-01-05 23:00:00;6988.674
NE;NORDESTE;2023-01-05 23:00:00;12929.522
S;SUL;2023-01-05 23:00:00;12987.19
SE;SUDESTE;2023-01-05 23:00:00;38416.60699999
N;NORTE;2023-01-06 00:00:00;6917.375
NE;NORDESTE;2023-01-06 00:00:00;12571.803
S;SUL;2023-01-06 00:00:00;11833.395
SE;SUDESTE;2023-01-06 00:00:00;35808.802
N;NORTE;2023-01-06 01:00:00;6696.097
NE;NORDESTE;2023-01-06 01:00:00;12194.283
S;SUL;2023-01-06 01:00:00;11113.298
SE;SUDESTE;2023-01-06 01:00:00;34091.152
N;NORTE;2023-01-06 02:00:00;6550.083
NE;NORDESTE;2023-01-06 02:00:00;11897.188
S;SUL;2023-01-06 02:00:00;10647.696
SE;SUDESTE;2023-01-06 02:00:00;33036.887
N;NORTE;2023-01-06 03:00:00;6406.12699999
NE;NORDESTE;2023-01-06 03:00:00;11688.657
S;SUL;2023-01-06 03:00:00;10356.375
SE;SUDESTE;2023-01-06 03:00:00;32551.531
N;NORTE;2023-01-06 04:00:00;6301.88799999
NE;NORDESTE;2023-01-06 04:00:00;11523.592
S;SUL;2023-01-06 04:00:00;10293.27299999
SE;SUDESTE;2023-01-06 04:00:00;32708.226
N;NORTE;2023-01-06 05:00:00;6191.176
NE;NORDESTE;2023-01-06 05:00:00;10886.91
S;SUL;2023-01-06 05:00:00;10267.436
SE;SUDESTE;2023-01-06 05:00:00;33263.634
N;NORTE;2023-01-06 06:00:00;5925.72699999
NE;NORDESTE;2023-01-06 06:00:00;10369.35099999
S;SUL;2023-01-06 06:00:00;10520.704
SE;SUDESTE;2023-01-06 06:00:00;34221.64099999
N;NORTE;2023-01-06 07:00:00;5873.453
NE;NORDESTE;2023-01-06 07:00:00;10501.771
S;SUL;2023-01-06 07:00:00;11031.674
SE;SUDESTE;2023-01-06 07:00:00;36227.41199999
N;NORTE;2023-01-06 08:00:00;5969.717
NE;NORDESTE;2023-01-06 08:00:00;10756.96999999
